,Class,Precision,Recall,F1-Score,Support
1,A-,0.24347826086956523,0.18543046357615894,0.21052631578947367,151.0
3,AB-,0.11330935251798561,0.5526315789473685,0.1880597014925373,114.0
6,O+,0.14545454545454545,0.12598425196850394,0.1350210970464135,127.0
5,B-,0.07865168539325842,0.06306306306306306,0.07,111.0
0,A+,0.16666666666666666,0.011904761904761904,0.022222222222222223,84.0
2,AB+,0.14285714285714285,0.009433962264150943,0.017699115044247787,106.0
4,B+,0.0,0.0,0.0,97.0
7,O-,0.0,0.0,0.0,106.0
